"Temperature (C)","Pressure_kpa","Cloud Cover (%)","Wind Direction (deg)","Wind Speed (kmh)","Time"
15.7218862174512,1013,5,109,8,2021-02-09 08:00:00
17.7218862174512,1014,4,154,5,2021-02-09 09:00:00
19.7218862174512,1013,4,217,6,2021-02-09 10:00:00
21.7218862174512,1013,3,280,6,2021-02-09 11:00:00
21.7218862174512,1012,3,343,7,2021-02-09 12:00:00
21.7218862174512,1011,3,332,10,2021-02-09 13:00:00
21.7218862174512,1010,3,322,14,2021-02-09 14:00:00
21.7218862174512,1010,3,311,17,2021-02-09 15:00:00
19.7218862174512,1009,4,313,16,2021-02-09 16:00:00
17.7218862174512,1009,4,316,15,2021-02-09 17:00:00
17.7218862174512,1009,5,318,14,2021-02-09 18:00:00
13.7218862174512,1010,6,324,12,2021-02-09 19:00:00
11.7218862174512,1010,7,329,10,2021-02-09 20:00:00
9.72188621745121,1011,8,334,8,2021-02-09 21:00:00
9.72188621745121,1011,7,264,8,2021-02-09 22:00:00
9.72188621745121,1012,6,194,7,2021-02-09 23:00:00
9.72188621745121,1012,5,123,7,2021-02-10 00:00:00
11.7218862174512,1012,4,197,9,2021-02-10 01:00:00
13.7218862174512,1011,4,270,11,2021-02-10 02:00:00
15.7218862174512,1011,4,344,13,2021-02-10 03:00:00
15.7218862174512,1011,4,311,13,2021-02-10 04:00:00
15.7218862174512,1011,4,278,12,2021-02-10 05:00:00
13.7218862174512,1011,4,245,12,2021-02-10 06:00:00
15.7218862174512,1012,4,205,12,2021-02-10 07:00:00
