"Temperature (C)","Pressure_kpa","Cloud Cover (%)","Wind Direction (deg)","Wind Speed (kmh)","Time"
15.7218862174512,1015,0,78,11,2021-01-25 08:00:00
17.7218862174512,1016,0,79,10,2021-01-25 09:00:00
19.7218862174512,1016,0,103,10,2021-01-25 10:00:00
21.7218862174512,1015,0,128,9,2021-01-25 11:00:00
23.7218862174512,1015,0,152,9,2021-01-25 12:00:00
21.7218862174512,1014,0,201,12,2021-01-25 13:00:00
21.7218862174512,1013,0,250,15,2021-01-25 14:00:00
19.7218862174512,1012,0,299,17,2021-01-25 15:00:00
17.7218862174512,1012,0,306,18,2021-01-25 16:00:00
17.7218862174512,1012,0,314,19,2021-01-25 17:00:00
15.7218862174512,1012,0,321,20,2021-01-25 18:00:00
13.7218862174512,1013,0,292,18,2021-01-25 19:00:00
11.7218862174512,1013,0,262,16,2021-01-25 20:00:00
9.72188621745121,1014,0,232,14,2021-01-25 21:00:00
9.72188621745121,1014,0,158,13,2021-01-25 22:00:00
7.72188621745121,1014,0,84,12,2021-01-25 23:00:00
7.72188621745121,1014,0,10,10,2021-01-26 00:00:00
11.7218862174512,1014,0,15,10,2021-01-26 01:00:00
13.7218862174512,1013,0,19,9,2021-01-26 02:00:00
17.7218862174512,1013,0,24,9,2021-01-26 03:00:00
15.7218862174512,1013,0,26,9,2021-01-26 04:00:00
15.7218862174512,1013,0,28,9,2021-01-26 05:00:00
15.7218862174512,1014,0,30,9,2021-01-26 06:00:00
15.7218862174512,1014,0,42,8,2021-01-26 07:00:00
