"Temperature (C)","Pressure_kpa","Cloud Cover (%)","Wind Direction (deg)","Wind Speed (kmh)","Time"
13.7218862174512,1015,10,107,15,2021-02-05 08:00:00
13.7218862174512,1016,10,109,17,2021-02-05 09:00:00
15.7218862174512,1016,10,130,15,2021-02-05 10:00:00
17.7218862174512,1015,10,151,14,2021-02-05 11:00:00
19.7218862174512,1015,10,172,12,2021-02-05 12:00:00
19.7218862174512,1014,11,212,11,2021-02-05 13:00:00
19.7218862174512,1014,12,252,10,2021-02-05 14:00:00
19.7218862174512,1013,13,292,9,2021-02-05 15:00:00
19.7218862174512,1013,15,307,10,2021-02-05 16:00:00
17.7218862174512,1013,17,322,11,2021-02-05 17:00:00
17.7218862174512,1013,19,337,12,2021-02-05 18:00:00
17.7218862174512,1013,23,307,12,2021-02-05 19:00:00
15.7218862174512,1014,28,277,12,2021-02-05 20:00:00
15.7218862174512,1014,32,248,12,2021-02-05 21:00:00
15.7218862174512,1014,25,190,11,2021-02-05 22:00:00
13.7218862174512,1014,18,131,11,2021-02-05 23:00:00
13.7218862174512,1015,11,73,11,2021-02-06 00:00:00
13.7218862174512,1014,12,64,12,2021-02-06 01:00:00
11.7218862174512,1014,13,56,12,2021-02-06 02:00:00
11.7218862174512,1013,14,47,13,2021-02-06 03:00:00
11.7218862174512,1013,13,53,12,2021-02-06 04:00:00
11.7218862174512,1014,13,60,12,2021-02-06 05:00:00
11.7218862174512,1014,13,66,11,2021-02-06 06:00:00
13.7218862174512,1015,9,66,11,2021-02-06 07:00:00
