"Time","Load (kW)","Pressure_kpa","Cloud Cover (%)","Humidity (%)","Temperature (C)","Wind Direction (deg)","Wind Speed (kmh)"
2021-01-21 08:00:00,1129455.93213707,1015.025,46.25,67,8.06688621745121,24.5,5.8975
2021-01-21 09:00:00,1198812.43213707,1015.45,44.5,64.3333333333333,12.2968862174512,45,6.355
2021-01-21 10:00:00,1245237.93213707,1015.9,42.25,61.5,16.1418862174512,16.25,8.905
2021-01-21 11:00:00,1255455.93213707,1015.5,40.5,57.1666666666667,20.5918862174512,36.5,9.76
2021-01-21 12:00:00,1249894.43213707,1014.525,18,53.8333333333333,21.2868862174512,178.5,13.6475
2021-01-21 13:00:00,1239950.43213707,1013.375,9.75,52.1666666666667,21.9268862174512,300.25,12.0225
2021-01-21 14:00:00,1244936.93213707,1012.4,6.5,59.5,20.6918862174512,275.5,20.81
2021-01-21 15:00:00,1245359.93213707,1011.675,5.75,63.1666666666667,18.5468862174512,286.5,18.46
2021-01-21 16:00:00,1234888.43213707,1011.425,5.5,60,19.4518862174512,312,16.6
2021-01-21 17:00:00,1208354.43213707,1011.75,4.25,63.3333333333333,17.2368862174512,293.5,16.54
2021-01-21 18:00:00,1181290.43213707,1012.3,6.75,65.3333333333333,15.2318862174512,298.75,15.4875
2021-01-21 19:00:00,1149980.43213707,1013,7.5,68,13.5818862174512,304.75,7.785
2021-01-21 20:00:00,1112456.43213707,1013.775,9.75,68.3333333333333,12.1968862174512,317,11.22
2021-01-21 21:00:00,1081436.43213707,1014.125,12.25,71.6666666666667,10.6168862174512,350.75,9.0975
2021-01-21 22:00:00,1057375.43213707,1014.25,14.75,71.8333333333333,10.2818862174512,31.75,2.6825
2021-01-21 23:00:00,1035111.93213707,1014,20,70.6666666666667,9.89188621745121,89.75,2.575
2021-01-22 00:00:00,1017534.43213707,1013.8,28,69.5,9.70188621745121,350.25,4.7
2021-01-22 01:00:00,999767.93213707,1013.525,31.75,73.3333333333333,8.15688621745121,350.25,5.7925
2021-01-22 02:00:00,990777.43213707,1013.025,40,74.6666666666667,6.53688621745122,327.5,9.2875
2021-01-22 03:00:00,981937.43213707,1012.7,41,74.6666666666667,6.20688621745121,350.25,11.31
2021-01-22 04:00:00,980741.43213707,1012.6,41.25,76,6.10188621745121,344.25,13.02
2021-01-22 05:00:00,990397.43213707,1012.775,41.75,80,4.63688621745121,344.25,13.4825
2021-01-22 06:00:00,1004508.93213707,1013.5,37.5,79.6666666666667,4.53688621745121,350,11.88
2021-01-22 07:00:00,1053957.93213707,1014.3,31.25,77.5,4.66688621745121,49.25,9.1875
