"Time","Load (kW)","Pressure_kpa","Cloud Cover (%)","Humidity (%)","Temperature (C)","Wind Direction (deg)","Wind Speed (kmh)"
2021-01-27 08:00:00,1107329.93213707,1013.325,61.25,67.8333333333333,5.31188621745121,75.75,2.3775
2021-01-27 09:00:00,1178514.93213707,1013.75,66.25,62,10.2218862174512,50,0.5725
2021-01-27 10:00:00,1223218.93213707,1013.925,61.25,54.1666666666667,16.5018862174512,118.25,5.155
2021-01-27 11:00:00,1240290.43213707,1013.575,53.5,50.3333333333333,20.8318862174512,35.25,5.3425
2021-01-27 12:00:00,1239589.43213707,1012.5,49.75,50.1666666666667,22.5468862174512,324,6.3175
2021-01-27 13:00:00,1226463.43213707,1011.25,50.5,57,21.5268862174512,279,16.68
2021-01-27 14:00:00,1232753.93213707,1010.225,59,59.6666666666667,20.7818862174512,272,19.2275
2021-01-27 15:00:00,1230140.93213707,1009.8,62.25,59.8333333333333,18.8668862174512,271.5,17.09
2021-01-27 16:00:00,1224256.43213707,1009.65,30.75,65,18.1268862174512,270.5,16.4225
2021-01-27 17:00:00,1205177.43213707,1009.85,29.25,67.5,17.4618862174512,272.75,14.5525
2021-01-27 18:00:00,1177717.93213707,1010.275,55.75,70.3333333333333,15.3268862174512,293,12.315
2021-01-27 19:00:00,1145922.93213707,1010.875,41.25,76.3333333333333,11.8468862174512,323.75,12.9725
2021-01-27 20:00:00,1106469.43213707,1011.55,59,74.5,11.5118862174512,341,8.935
2021-01-27 21:00:00,1075577.43213707,1011.875,61,70.8333333333333,11.5068862174512,257.5,6.895
2021-01-27 22:00:00,1048418.43213707,1012.2,42.5,73.5,10.3268862174512,21.5,6.375
2021-01-27 23:00:00,1025674.43213707,1012.175,36,74.1666666666667,8.69688621745121,81.75,2.255
2021-01-28 00:00:00,1000903.43213707,1011.85,60,72.6666666666667,7.93188621745121,69.5,1.475
2021-01-28 01:00:00,985024.93213707,1011.25,57.75,73.8333333333333,7.53688621745122,28.5,2.665
2021-01-28 02:00:00,975231.93213707,1010.675,53,75.1666666666667,6.28688621745122,21.75,3.335
2021-01-28 03:00:00,963348.93213707,1010.3,61,75.6666666666667,5.60688621745122,18.75,3.22
2021-01-28 04:00:00,960581.43213707,1010.375,62,76,4.29188621745121,19,3.6875
2021-01-28 05:00:00,964204.43213707,1010.575,53.5,76.3333333333333,3.72688621745121,28.25,3.7225
2021-01-28 06:00:00,983277.93213707,1011,52.5,75,2.64188621745121,39.25,3.24
2021-01-28 07:00:00,1027584.43213707,1011.65,57,73.8333333333333,2.51188621745121,59.25,2.8275
