"Time","Load (kW)","Pressure_kpa","Cloud Cover (%)","Humidity (%)","Temperature (C)","Wind Direction (deg)","Wind Speed (kmh)"
2021-02-07 08:00:00,1005803.93213707,1014.85,15.5,64.6666666666667,10.4968862174512,72.5,9.545
2021-02-07 09:00:00,1036214.43213707,1015.55,14.5,60.3333333333333,16.2618862174512,83.5,9.79
2021-02-07 10:00:00,1060952.43213707,1015.9,11.75,57.8333333333333,20.5568862174512,79.5,11.5
2021-02-07 11:00:00,1073723.43213707,1015.375,9,55.6666666666667,24.4068862174512,94,11.18
2021-02-07 12:00:00,1074266.93213707,1014.125,1.5,54.3333333333333,25.4818862174512,98.25,13.54
2021-02-07 13:00:00,1069491.93213707,1012.75,6.25,53.1666666666667,27.0468862174512,145.25,13.6925
2021-02-07 14:00:00,1069147.43213707,1011.625,11.75,51.3333333333333,28.2618862174512,60.75,13.0975
2021-02-07 15:00:00,1063563.43213707,1010.975,44.5,54,27.4668862174512,164,12.875
2021-02-07 16:00:00,1061133.43213707,1010.75,45.25,58.1666666666667,25.3518862174512,258.5,15.9175
2021-02-07 17:00:00,1058402.43213707,1010.9,42.75,61.5,21.2068862174512,301,17.09
2021-02-07 18:00:00,1071247.43213707,1011.575,33.75,61,21.2418862174512,314,12.985
2021-02-07 19:00:00,1078909.93213707,1012.225,21,66.6666666666667,17.8318862174512,339.75,18.49
2021-02-07 20:00:00,1068707.43213707,1012.975,16,63.8333333333333,17.8268862174512,354.25,15.9925
2021-02-07 21:00:00,1051071.43213707,1013.625,15.75,62.8333333333333,17.6368862174512,24.5,11.2575
2021-02-07 22:00:00,1028825.43213707,1013.8,12.75,62.5,17.0968862174512,97,11.4625
2021-02-07 23:00:00,1010726.93213707,1013.675,8.5,62.6666666666667,15.4918862174512,351,11.29
2021-02-08 00:00:00,998331.93213707,1013.525,1,65.3333333333333,13.7418862174512,24.75,3.4375
2021-02-08 01:00:00,982958.43213707,1013.225,18,66.6666666666667,11.9868862174512,49,2.705
2021-02-08 02:00:00,973189.93213707,1012.675,10.5,63.1666666666667,13.0868862174512,80.75,8.33
2021-02-08 03:00:00,967964.43213707,1012.45,14.5,65.3333333333333,11.4768862174512,52.5,3.155
2021-02-08 04:00:00,970004.93213707,1012.4,27.75,66,11.2918862174512,88.75,6.6925
2021-02-08 05:00:00,975939.43213707,1012.5,26.5,64.6666666666667,11.1768862174512,113.25,2.4875
2021-02-08 06:00:00,996405.93213707,1013.225,27.75,67.3333333333333,10.1318862174512,66,3.665
2021-02-08 07:00:00,1052644.93213707,1014.25,22.5,66.8333333333333,10.7318862174512,56,4.385
