"Time","Load (kW)","Pressure_kpa","Cloud Cover (%)","Humidity (%)","Temperature (C)","Wind Direction (deg)","Wind Speed (kmh)"
2021-02-10 08:00:00,1151151.43213707,1012.675,0,73.5,11.6668862174512,78.5,1.25
2021-02-10 09:00:00,1219250.43213707,1012.825,0,67.1666666666667,16.4368862174512,254.5,0.9275
2021-02-10 10:00:00,1288287.93213707,1013.1,0,60.3333333333333,22.9918862174512,298.5,0.215
2021-02-10 11:00:00,1308599.43213707,1012.9,0,55.8333333333333,26.6168862174512,163.75,8.6325
2021-02-10 12:00:00,1304617.93213707,1011.9,0,53.6666666666667,27.5568862174512,305.75,9.33
2021-02-10 13:00:00,1286149.93213707,1010.425,0,53.3333333333333,28.6618862174512,244.5,15.5375
2021-02-10 14:00:00,1295402.43213707,1009.45,0,57.5,26.7568862174512,271.75,19.0275
2021-02-10 15:00:00,1292069.93213707,1008.775,0,59.1666666666667,25.0618862174512,275.5,20.73
2021-02-10 16:00:00,1285748.93213707,1008.775,0,61.3333333333333,25.0318862174512,303.75,17.195
2021-02-10 17:00:00,1259077.43213707,1008.975,0,56.6666666666667,24.6868862174512,284,14.0275
2021-02-10 18:00:00,1216764.93213707,1009.6,0,57.6666666666667,22.7568862174512,327.5,10.47
2021-02-10 19:00:00,1178870.43213707,1010.325,1.25,60,20.7468862174512,323.75,8.4325
2021-02-10 20:00:00,1140777.93213707,1011.225,4.25,61.6666666666667,18.6618862174512,342,10.4775
2021-02-10 21:00:00,1114899.43213707,1011.475,6.5,59.1666666666667,19.8468862174512,23,7.6
2021-02-10 22:00:00,1085611.93213707,1011.6,2.5,60,18.2218862174512,42,6.92
2021-02-10 23:00:00,1065480.43213707,1011.65,0,59.3333333333333,18.0668862174512,43,5.9175
2021-02-11 00:00:00,1034939.43213707,1011.425,0.75,63,14.9568862174512,336,4.265
2021-02-11 01:00:00,1020238.43213707,1010.775,3.5,63.5,14.6368862174512,346.75,4.7675
2021-02-11 02:00:00,1009430.93213707,1010.3,3.5,72.3333333333333,13.2518862174512,310.75,8.295
2021-02-11 03:00:00,999805.93213707,1010.05,6,74.3333333333333,11.8318862174512,263.25,7.7525
2021-02-11 04:00:00,997256.43213707,1010.175,5.5,71.6666666666667,11.4518862174512,21.25,6.5875
2021-02-11 05:00:00,1000902.93213707,1010.65,6.75,71.3333333333333,10.8168862174512,17.25,4.51
2021-02-11 06:00:00,1017254.93213707,1011.475,14.25,67.1666666666667,10.8968862174512,4.25,9.035
2021-02-11 07:00:00,1064753.43213707,1012.675,17.75,68,11.4018862174512,75.75,1.5425
