"Temperature (C)","Pressure_kpa","Cloud Cover (%)","Wind Direction (deg)","Wind Speed (kmh)","Time"
11.7218862174512,1012,13,139,8,2021-02-04 08:00:00
13.7218862174512,1013,11,81,6,2021-02-04 09:00:00
13.7218862174512,1013,10,105,6,2021-02-04 10:00:00
15.7218862174512,1012,9,130,7,2021-02-04 11:00:00
17.7218862174512,1012,8,154,7,2021-02-04 12:00:00
17.7218862174512,1011,8,205,9,2021-02-04 13:00:00
17.7218862174512,1011,7,257,12,2021-02-04 14:00:00
17.7218862174512,1010,7,308,14,2021-02-04 15:00:00
17.7218862174512,1010,7,296,13,2021-02-04 16:00:00
17.7218862174512,1011,7,285,12,2021-02-04 17:00:00
17.7218862174512,1011,7,274,11,2021-02-04 18:00:00
17.7218862174512,1012,9,251,12,2021-02-04 19:00:00
15.7218862174512,1013,10,229,12,2021-02-04 20:00:00
15.7218862174512,1013,11,206,12,2021-02-04 21:00:00
13.7218862174512,1013,10,160,10,2021-02-04 22:00:00
9.72188621745121,1013,9,115,8,2021-02-04 23:00:00
7.72188621745121,1013,8,69,6,2021-02-05 00:00:00
9.72188621745121,1013,8,78,6,2021-02-05 01:00:00
11.7218862174512,1013,8,87,7,2021-02-05 02:00:00
13.7218862174512,1013,8,95,7,2021-02-05 03:00:00
13.7218862174512,1013,8,98,9,2021-02-05 04:00:00
11.7218862174512,1013,9,100,10,2021-02-05 05:00:00
11.7218862174512,1014,10,103,11,2021-02-05 06:00:00
11.7218862174512,1015,10,105,13,2021-02-05 07:00:00
