"Time","Load (kW)","Pressure_kpa","Cloud Cover (%)","Humidity (%)","Temperature (C)","Wind Direction (deg)","Wind Speed (kmh)"
2021-02-03 08:00:00,1125154.43213707,1013.325,32.5,88.1666666666667,4.69688621745122,4.75,7.93
2021-02-03 09:00:00,1199823.93213707,1013.75,26.75,80,9.43188621745121,51.25,7.6275
2021-02-03 10:00:00,1242828.43213707,1013.9,26.5,73.3333333333333,12.9118862174512,331.5,6.1625
2021-02-03 11:00:00,1257425.43213707,1013.575,23.5,67.8333333333333,16.5168862174512,316.25,9.785
2021-02-03 12:00:00,1255382.43213707,1012.475,17,68.3333333333333,18.8718862174512,285.75,11.0775
2021-02-03 13:00:00,1242702.93213707,1010.975,6.25,73.5,16.5518862174512,273.5,25.38
2021-02-03 14:00:00,1246388.43213707,1009.975,1.25,72.6666666666667,17.3118862174512,283,26.5375
2021-02-03 15:00:00,1243381.93213707,1009.3,1.25,74.6666666666667,15.6568862174512,287.75,17.07
2021-02-03 16:00:00,1238714.43213707,1009.2,0.5,74.5,15.7968862174512,294.25,18.7075
2021-02-03 17:00:00,1213390.93213707,1009.225,2.5,77.6666666666667,13.0018862174512,308.75,16.5525
2021-02-03 18:00:00,1188076.93213707,1009.725,7.25,77.3333333333333,12.5418862174512,305.25,13.12
2021-02-03 19:00:00,1157643.43213707,1010.5,7.25,76.5,11.8718862174512,294,11.3275
2021-02-03 20:00:00,1123003.43213707,1011.275,5.5,77.3333333333333,10.4968862174512,15.75,9.375
2021-02-03 21:00:00,1090232.93213707,1011.775,4.75,77.3333333333333,10.1718862174512,274.25,7.3525
2021-02-03 22:00:00,1056485.93213707,1011.8,15,76.6666666666667,10.1468862174512,336.75,7.7375
2021-02-03 23:00:00,1037510.93213707,1011.7,22.75,79.8333333333333,8.52188621745121,44.25,1.8375
2021-02-04 00:00:00,1004951.43213707,1011.5,22.25,78.5,8.37188621745121,120,1.395
2021-02-04 01:00:00,989637.93213707,1010.95,25,80,8.15688621745121,325.25,2.69
2021-02-04 02:00:00,979871.93213707,1010.65,30.75,82,7.85688621745122,14.5,7.0725
2021-02-04 03:00:00,971120.93213707,1010.575,22.25,83.3333333333333,8.00688621745121,104.25,1.5475
2021-02-04 04:00:00,973262.93213707,1010.425,30.5,84.3333333333333,6.47688621745121,195,3.1525
2021-02-04 05:00:00,982085.93213707,1010.575,35.5,85,6.16188621745121,18,5.4975
2021-02-04 06:00:00,999234.43213707,1011.3,47.25,85.3333333333333,5.94188621745121,60.75,3.9725
2021-02-04 07:00:00,1049556.43213707,1012.1,52,82.5,6.52188621745121,79.25,2.5975
