"Temperature (C)","Pressure_kpa","Cloud Cover (%)","Wind Direction (deg)","Wind Speed (kmh)","Time"
13.7218862174512,1011,3,91,8,2021-02-13 08:00:00
15.7218862174512,1012,3,128,8,2021-02-13 09:00:00
15.7218862174512,1011,2,192,10,2021-02-13 10:00:00
17.7218862174512,1011,2,257,11,2021-02-13 11:00:00
19.7218862174512,1011,2,322,13,2021-02-13 12:00:00
19.7218862174512,1010,1,318,16,2021-02-13 13:00:00
17.7218862174512,1009,1,315,19,2021-02-13 14:00:00
17.7218862174512,1008,0,312,22,2021-02-13 15:00:00
17.7218862174512,1008,0,316,22,2021-02-13 16:00:00
15.7218862174512,1008,0,320,22,2021-02-13 17:00:00
15.7218862174512,1008,0,324,22,2021-02-13 18:00:00
13.7218862174512,1009,0,329,20,2021-02-13 19:00:00
11.7218862174512,1009,0,333,19,2021-02-13 20:00:00
9.72188621745121,1010,1,337,17,2021-02-13 21:00:00
9.72188621745121,1010,1,300,16,2021-02-13 22:00:00
9.72188621745121,1010,1,263,15,2021-02-13 23:00:00
7.72188621745121,1010,2,226,14,2021-02-14 00:00:00
9.72188621745121,1009,2,153,13,2021-02-14 01:00:00
11.7218862174512,1009,2,79,13,2021-02-14 02:00:00
13.7218862174512,1009,2,6,13,2021-02-14 03:00:00
15.7218862174512,1009,2,12,12,2021-02-14 04:00:00
15.7218862174512,1009,2,17,12,2021-02-14 05:00:00
15.7218862174512,1009,2,23,11,2021-02-14 06:00:00
17.7218862174512,1010,1,64,11,2021-02-14 07:00:00
