"Time","Load (kW)","Pressure_kpa","Cloud Cover (%)","Humidity (%)","Temperature (C)","Wind Direction (deg)","Wind Speed (kmh)"
2021-01-28 08:00:00,1104799.43213707,1012.325,56.75,71.3333333333333,4.24688621745121,236.5,5.315
2021-01-28 09:00:00,1175414.93213707,1012.85,53.5,63.3333333333333,10.0868862174512,107.25,7.5625
2021-01-28 10:00:00,1218636.93213707,1013.1,53,58.8333333333333,13.0418862174512,38,6.39
2021-01-28 11:00:00,1231365.93213707,1012.675,64.25,54.8333333333333,19.0918862174512,15,7.7975
2021-01-28 12:00:00,1226813.43213707,1011.875,65.25,51.5,22.9618862174512,338,12.2975
2021-01-28 13:00:00,1219078.43213707,1010.425,52.5,50.8333333333333,24.9318862174512,245,14.965
2021-01-28 14:00:00,1228419.43213707,1009.3,52,50,25.6018862174512,293,13.5575
2021-01-28 15:00:00,1224015.43213707,1008.425,49.75,56.1666666666667,23.1718862174512,273.5,17.03
2021-01-28 16:00:00,1217012.43213707,1008.125,50,64.1666666666667,20.5868862174512,274,20.0925
2021-01-28 17:00:00,1187899.93213707,1008.175,49.75,62,19.1318862174512,300.25,17.8
2021-01-28 18:00:00,1158163.43213707,1009.1,47,63.3333333333333,16.8568862174512,302.25,14.8575
2021-01-28 19:00:00,1129527.43213707,1009.825,42.25,65,14.8368862174512,318,12.7325
2021-01-28 20:00:00,1096532.93213707,1010.65,48.25,64.6666666666667,13.4968862174512,251.25,7.97
2021-01-28 21:00:00,1067669.93213707,1011.125,74,68.8333333333333,12.1218862174512,265.75,7.57
2021-01-28 22:00:00,1040533.43213707,1011.15,82.5,69,11.6268862174512,144,6.005
2021-01-28 23:00:00,1014231.93213707,1011.2,92.75,67.5,10.3118862174512,91,2.2675
2021-01-29 00:00:00,1013885.43213707,1011.025,97.5,72.3333333333333,9.63188621745121,79.5,1.1925
2021-01-29 01:00:00,999659.93213707,1010.55,90,77.8333333333333,8.06188621745121,88,1.16
2021-01-29 02:00:00,986766.43213707,1010.15,88.25,75.1666666666667,6.74688621745121,45.5,1.795
2021-01-29 03:00:00,979544.93213707,1009.925,80.75,75.8333333333333,6.36188621745122,8.5,3.16
2021-01-29 04:00:00,980310.43213707,1010.05,83.25,76.1666666666667,6.04188621745122,356.5,3.1925
2021-01-29 05:00:00,984988.93213707,1010.3,77.25,77.5,5.70188621745121,139.25,9.44
2021-01-29 06:00:00,1005286.43213707,1010.9,78.75,79.8333333333333,4.25688621745121,24.5,3.245
2021-01-29 07:00:00,1050187.43213707,1011.775,69.5,74.3333333333333,5.71188621745121,94.25,6.66
