"Time","Load (kW)","Pressure_kpa","Cloud Cover (%)","Humidity (%)","Temperature (C)","Wind Direction (deg)","Wind Speed (kmh)"
2021-02-09 08:00:00,1135406.93213707,1014.25,12.5,71.6666666666667,11.4318862174512,115.5,0.835
2021-02-09 09:00:00,1212687.93213707,1014.775,10,65.8333333333333,15.5718862174512,159,0.505
2021-02-09 10:00:00,1264232.93213707,1014.925,11.75,62,20.2018862174512,210,5.98
2021-02-09 11:00:00,1285231.93213707,1014.4,17.5,60.1666666666667,22.9018862174512,150,8.765
2021-02-09 12:00:00,1296137.93213707,1013.25,15.75,59.3333333333333,24.5918862174512,225,6.6925
2021-02-09 13:00:00,1293916.43213707,1011.825,13.25,58.1666666666667,25.6218862174512,314,12.275
2021-02-09 14:00:00,1292850.93213707,1010.625,11.25,63,24.5868862174512,275.5,20.435
2021-02-09 15:00:00,1291621.43213707,1009.875,10.5,63.1666666666667,24.2618862174512,230,21.7825
2021-02-09 16:00:00,1288462.93213707,1009.675,7.75,63.6666666666667,23.5318862174512,338.75,19.525
2021-02-09 17:00:00,1257478.93213707,1009.675,1,62,22.9868862174512,267,17.3675
2021-02-09 18:00:00,1221799.93213707,1010.05,1,67.5,20.9218862174512,288.5,15.325
2021-02-09 19:00:00,1185320.93213707,1010.7,2,68.5,18.0368862174512,334.5,9.8525
2021-02-09 20:00:00,1143840.43213707,1011.5,1,62.6666666666667,17.5218862174512,94.25,9.2725
2021-02-09 21:00:00,1117291.43213707,1011.9,27.75,61.3333333333333,17.3468862174512,44.5,7.675
2021-02-09 22:00:00,1084274.43213707,1012.275,28.25,60.5,16.9418862174512,83,4.645
2021-02-09 23:00:00,1054815.43213707,1012.15,28.25,63,16.6068862174512,121,4.92
2021-02-10 00:00:00,1035693.43213707,1011.55,12,66.1666666666667,13.7468862174512,184,2.1425
2021-02-10 01:00:00,1020272.43213707,1010.8,12,65,14.8118862174512,328.5,3.155
2021-02-10 02:00:00,1007857.43213707,1010.075,0,69.5,13.1968862174512,329.75,3.3975
2021-02-10 03:00:00,998519.43213707,1009.725,0,72.8333333333333,11.5918862174512,179.5,3.4875
2021-02-10 04:00:00,998921.93213707,1009.725,0.5,74.8333333333333,11.3968862174512,23,3.465
2021-02-10 05:00:00,1001548.43213707,1010.025,0.25,75.3333333333333,9.84688621745121,28.5,3.6175
2021-02-10 06:00:00,1018227.43213707,1010.9,1.5,76.6666666666667,9.77188621745121,54.5,3.1675
2021-02-10 07:00:00,1069952.93213707,1011.975,0,74.3333333333333,10.2368862174512,65.5,8.905
