"Time","Load (kW)","Pressure_kpa","Cloud Cover (%)","Humidity (%)","Temperature (C)","Wind Direction (deg)","Wind Speed (kmh)"
2021-01-20 08:00:00,1125823.93213707,1015,23,75.6666666666667,6.76688621745121,69.75,3.6225
2021-01-20 09:00:00,1197529.43213707,1015.625,21.25,69.3333333333333,10.5418862174512,68,1.515
2021-01-20 10:00:00,1242598.43213707,1016.075,6.25,63.6666666666667,15.9768862174512,53.75,8.05
2021-01-20 11:00:00,1254095.68213707,1015.55,1.5,55,21.1868862174512,72.5,6.895
2021-01-20 12:00:00,1247829.68213707,1014.525,1.25,51,24.3418862174512,46.25,10.295
2021-01-20 13:00:00,1238577.93213707,1013.4,1.75,48,25.0518862174512,240,12.15
2021-01-20 14:00:00,1242519.43213707,1012.5,1.75,51,24.5418862174512,242.5,15.2125
2021-01-20 15:00:00,1238627.93213707,1011.925,8.75,52.8333333333333,23.3268862174512,267.5,17.635
2021-01-20 16:00:00,1227874.43213707,1011.8,3.75,53.6666666666667,21.2218862174512,277.5,18.225
2021-01-20 17:00:00,1210120.43213707,1011.75,2,57.6666666666667,19.4668862174512,274.25,18.9375
2021-01-20 18:00:00,1183510.43213707,1012.35,2.75,62.6666666666667,17.0718862174512,269,15.295
2021-01-20 19:00:00,1151113.93213707,1013.2,1,66.1666666666667,15.2668862174512,311.5,7.695
2021-01-20 20:00:00,1119319.43213707,1013.925,1.75,71,13.5568862174512,337.75,7.995
2021-01-20 21:00:00,1088118.93213707,1014.25,2.5,66.6666666666667,13.3718862174512,106.25,6.0175
2021-01-20 22:00:00,1061746.43213707,1014.2,2.25,67.5,13.0818862174512,85.75,1.5725
2021-01-20 23:00:00,1034345.93213707,1013.8,2.75,67.3333333333333,11.4618862174512,54.75,4.9775
2021-01-21 00:00:00,1012663.93213707,1013.7,2.25,69,9.69688621745122,40.5,8.6
2021-01-21 01:00:00,994428.93213707,1013.45,4.25,71.3333333333333,9.14688621745121,18.5,3.6025
2021-01-21 02:00:00,983656.93213707,1012.95,5.75,70.6666666666667,7.55688621745121,11,4.245
2021-01-21 03:00:00,974006.93213707,1012.65,11,69.6666666666667,7.14688621745121,11,4.3925
2021-01-21 04:00:00,974897.43213707,1012.725,19.75,72.6666666666667,6.03188621745121,15.25,4.8775
2021-01-21 05:00:00,982388.93213707,1013.05,30.5,72.6666666666667,5.88688621745121,353.25,8.0925
2021-01-21 06:00:00,1001582.93213707,1013.625,56.75,72.6666666666667,5.69188621745121,21,7.545
2021-01-21 07:00:00,1054012.43213707,1014.475,55,75.1666666666667,4.63688621745121,41.25,6.9375
