"Time","Load (kW)","Pressure_kpa","Cloud Cover (%)","Humidity (%)","Temperature (C)","Wind Direction (deg)","Wind Speed (kmh)"
2021-02-04 08:00:00,1125951.93213707,1012.85,51.75,81,7.95188621745121,93.75,1.25
2021-02-04 09:00:00,1197955.43213707,1013.475,49.5,74,11.4268862174512,112.75,6.8925
2021-02-04 10:00:00,1245229.93213707,1013.775,39,66.5,16.7618862174512,96,7.08
2021-02-04 11:00:00,1265610.43213707,1013.5,32.5,62.8333333333333,21.0268862174512,123,9.2925
2021-02-04 12:00:00,1265746.43213707,1012.575,39.75,62.5,22.6268862174512,249,10.59
2021-02-04 13:00:00,1250161.43213707,1011.45,23.5,62.3333333333333,22.5618862174512,291.25,15.8
2021-02-04 14:00:00,1250418.93213707,1010.6,28.5,68.5,20.5168862174512,249,19.84
2021-02-04 15:00:00,1245796.43213707,1010.325,29.75,71.1666666666667,18.4018862174512,239.75,14.16
2021-02-04 16:00:00,1242635.93213707,1010.15,15.5,72.8333333333333,17.3118862174512,328.75,12.2925
2021-02-04 17:00:00,1228213.93213707,1010.85,21.25,71.1666666666667,18.1968862174512,244.75,11.305
2021-02-04 18:00:00,1197954.93213707,1011.625,48,73.8333333333333,16.1318862174512,274,11.9175
2021-02-04 19:00:00,1165815.43213707,1012.65,43.25,76.8333333333333,13.5968862174512,321.75,13.4375
2021-02-04 20:00:00,1128493.93213707,1013.325,20,76,13.2068862174512,48.75,11.01
2021-02-04 21:00:00,1089978.43213707,1013.7,65,72.5,11.5918862174512,112.25,15.1925
2021-02-04 22:00:00,1057077.93213707,1013.9,56.5,77.8333333333333,7.18688621745122,105.5,13.045
2021-02-04 23:00:00,1032371.43213707,1013.65,74.75,80.3333333333333,5.48188621745121,99.75,8.7825
2021-02-05 00:00:00,1009537.93213707,1013.175,95.5,76.1666666666667,6.33688621745121,118,9.16
2021-02-05 01:00:00,994029.93213707,1012.575,85,71.8333333333333,7.77188621745121,60,6.62
2021-02-05 02:00:00,984213.43213707,1012.425,80.5,73.3333333333333,7.70188621745121,86,10.455
2021-02-05 03:00:00,979280.93213707,1012.4,51.25,77,6.19688621745121,98.5,10.4275
2021-02-05 04:00:00,979897.43213707,1012.45,45,75.8333333333333,6.01688621745121,91.75,11.0325
2021-02-05 05:00:00,985937.93213707,1012.675,43.5,77.3333333333333,4.97688621745121,73,9.0975
2021-02-05 06:00:00,1004688.93213707,1013.15,40.75,77.3333333333333,6.29188621745121,46,11.9475
2021-02-05 07:00:00,1040245.43213707,1014.225,47.75,75,6.90188621745121,42,10.76
