"Temperature (C)","Pressure_kpa","Cloud Cover (%)","Wind Direction (deg)","Wind Speed (kmh)","Time"
7.72188621745121,1013,10,109,9,2021-02-03 08:00:00
9.72188621745121,1014,11,153,8,2021-02-03 09:00:00
9.72188621745121,1013,11,211,9,2021-02-03 10:00:00
11.7218862174512,1013,10,269,10,2021-02-03 11:00:00
13.7218862174512,1013,10,327,12,2021-02-03 12:00:00
13.7218862174512,1012,8,321,16,2021-02-03 13:00:00
13.7218862174512,1010,6,315,20,2021-02-03 14:00:00
13.7218862174512,1009,5,309,24,2021-02-03 15:00:00
11.7218862174512,1009,4,314,23,2021-02-03 16:00:00
11.7218862174512,1009,3,320,22,2021-02-03 17:00:00
9.72188621745121,1009,3,326,21,2021-02-03 18:00:00
7.72188621745121,1010,3,332,17,2021-02-03 19:00:00
3.72188621745121,1010,4,339,13,2021-02-03 20:00:00
1.72188621745121,1011,5,346,9,2021-02-03 21:00:00
1.72188621745121,1011,8,272,8,2021-02-03 22:00:00
1.72188621745121,1011,11,198,6,2021-02-03 23:00:00
1.72188621745121,1012,14,124,5,2021-02-04 00:00:00
3.72188621745121,1011,15,200,6,2021-02-04 01:00:00
7.72188621745121,1011,16,276,8,2021-02-04 02:00:00
11.7218862174512,1010,16,352,9,2021-02-04 03:00:00
9.72188621745121,1011,16,320,10,2021-02-04 04:00:00
9.72188621745121,1011,16,288,11,2021-02-04 05:00:00
9.72188621745121,1011,16,257,12,2021-02-04 06:00:00
9.72188621745121,1012,14,198,10,2021-02-04 07:00:00
