"Time","Load (kW)","Pressure_kpa","Cloud Cover (%)","Humidity (%)","Temperature (C)","Wind Direction (deg)","Wind Speed (kmh)"
2021-02-01 08:00:00,1104820.93213707,1013.375,55.25,81.6666666666667,7.25188621745121,269.25,4.3525
2021-02-01 09:00:00,1181208.93213707,1013.875,56.75,79,9.98688621745122,265.5,5.6325
2021-02-01 10:00:00,1227823.93213707,1014.25,44.25,74,14.0668862174512,323,6.6975
2021-02-01 11:00:00,1243958.93213707,1013.8,38.75,68.5,17.4868862174512,287,4.88
2021-02-01 12:00:00,1240224.93213707,1012.825,10.25,69.6666666666667,17.6968862174512,278.25,13.52
2021-02-01 13:00:00,1222226.93213707,1011.55,0.25,70.6666666666667,17.7918862174512,275.5,19.8975
2021-02-01 14:00:00,1224499.93213707,1010.55,0,75.1666666666667,16.8418862174512,278,21.805
2021-02-01 15:00:00,1219158.93213707,1010.1,0,75.6666666666667,15.6268862174512,270.25,18.265
2021-02-01 16:00:00,1209804.43213707,1010,0,75.5,15.0668862174512,295.25,18.045
2021-02-01 17:00:00,1184463.43213707,1009.925,0,71.5,15.5618862174512,307,13.1625
2021-02-01 18:00:00,1161012.43213707,1010.35,0,80,12.0318862174512,339.25,14.1
2021-02-01 19:00:00,1132817.43213707,1010.825,0,82.5,10.3868862174512,298.25,11.4675
2021-02-01 20:00:00,1094576.93213707,1011.6,0,83.3333333333333,9.94188621745121,319.25,8.9175
2021-02-01 21:00:00,1068423.93213707,1012.15,0.25,81.3333333333333,9.64688621745121,342.75,8.61
2021-02-01 22:00:00,1037262.93213707,1012.35,0,83.1666666666667,8.30188621745121,346.5,8.22
2021-02-01 23:00:00,1013021.43213707,1012.225,1,83.6666666666667,7.79188621745121,340.25,6.42
2021-02-02 00:00:00,993157.93213707,1011.825,3.5,85.5,7.55188621745121,352.25,7.455
2021-02-02 01:00:00,979444.93213707,1011.35,7.75,85.8333333333333,7.50188621745122,8.75,2.755
2021-02-02 02:00:00,968421.43213707,1011.075,9.5,88,6.07188621745121,355.5,3.21
2021-02-02 03:00:00,962367.43213707,1010.825,12.25,89.6666666666667,5.66188621745121,268.25,6.76
2021-02-02 04:00:00,961100.43213707,1010.9,14,90.6666666666667,5.36188621745122,14.5,8.415
2021-02-02 05:00:00,967371.93213707,1011.075,12.25,92,3.89188621745121,35,9.54
2021-02-02 06:00:00,990460.93213707,1011.65,12,92,3.86188621745121,43.25,3.265
2021-02-02 07:00:00,1038706.93213707,1012.6,13,91.8333333333333,5.36688621745121,52,2.44
