"Time","Load (kW)","Pressure_kpa","Cloud Cover (%)","Humidity (%)","Temperature (C)","Wind Direction (deg)","Wind Speed (kmh)"
2021-02-05 08:00:00,1107051.93213707,1015.175,49.25,71.8333333333333,8.42188621745122,94.5,8.7825
2021-02-05 09:00:00,1178000.43213707,1015.65,40,68.3333333333333,12.2118862174512,223.25,12.0775
2021-02-05 10:00:00,1225819.93213707,1016.1,39,64.5,15.5018862174512,97.5,14.3425
2021-02-05 11:00:00,1244762.93213707,1015.775,22,60.5,20.3768862174512,103.5,12.3075
2021-02-05 12:00:00,1242445.43213707,1014.9,21.5,59.8333333333333,20.8468862174512,115,14.97
2021-02-05 13:00:00,1230219.93213707,1013.725,29.75,57.6666666666667,23.3718862174512,83.5,11.085
2021-02-05 14:00:00,1235487.93213707,1012.55,39,55.5,24.1268862174512,180.25,11.6875
2021-02-05 15:00:00,1231953.93213707,1012.275,44.75,59.1666666666667,21.3718862174512,328,5.4325
2021-02-05 16:00:00,1224109.93213707,1012.45,40,64,19.5018862174512,286,17.1525
2021-02-05 17:00:00,1205087.93213707,1012.775,42.75,68.3333333333333,17.7668862174512,304.5,19.9075
2021-02-05 18:00:00,1182571.43213707,1013.4,50,72.1666666666667,16.0768862174512,336.75,16.7925
2021-02-05 19:00:00,1156836.93213707,1014.3,45.5,71.8333333333333,14.6568862174512,175.5,8.955
2021-02-05 20:00:00,1123510.93213707,1015.025,46.75,72.6666666666667,13.8468862174512,178.5,10.79
2021-02-05 21:00:00,1095426.43213707,1015.2,42.75,68.3333333333333,13.2968862174512,9.25,8.905
2021-02-05 22:00:00,1066034.93213707,1015.275,44,68.8333333333333,12.8218862174512,23.75,11.5225
2021-02-05 23:00:00,1040010.93213707,1014.85,47,71.1666666666667,11.5568862174512,48.75,9.45
2021-02-06 00:00:00,1015695.43213707,1014.45,41.25,72.6666666666667,11.2668862174512,68,8.5675
2021-02-06 01:00:00,998822.93213707,1013.8,37,76,9.67688621745121,91.75,13.86
2021-02-06 02:00:00,990007.43213707,1013.25,15.25,76.5,9.22188621745122,73.5,9.8325
2021-02-06 03:00:00,981042.43213707,1012.975,17.75,78,7.74188621745122,94.25,11.8475
2021-02-06 04:00:00,981269.93213707,1013,18,74.6666666666667,7.57688621745121,78.25,8.3375
2021-02-06 05:00:00,986373.43213707,1013.075,14.75,74.6666666666667,6.08688621745121,55,6.9
2021-02-06 06:00:00,994154.93213707,1013.7,7.75,76.3333333333333,4.78188621745121,59.75,3.7925
2021-02-06 07:00:00,1025962.43213707,1014.525,13,72,6.69188621745121,72.5,14.1925
